match_id,team_a,team_b,result,team_a_avg_distance_covered_km,team_b_avg_distance_covered_km,diff_avg_distance_covered_km,team_a_avg_minutes_played,team_b_avg_minutes_played,diff_avg_minutes_played,team_a_avg_pass_accuracy,team_b_avg_pass_accuracy,diff_avg_pass_accuracy,team_a_avg_player_rating,team_b_avg_player_rating,diff_avg_player_rating,team_a_avg_possession_impact,team_b_avg_possession_impact,diff_avg_possession_impact,team_a_avg_stamina_score,team_b_avg_stamina_score,diff_avg_stamina_score,team_a_avg_top_speed_kmh,team_b_avg_top_speed_kmh,diff_avg_top_speed_kmh,team_a_total_assists,team_b_total_assists,diff_total_assists,team_a_total_clearances,team_b_total_clearances,diff_total_clearances,team_a_total_creativity_score,team_b_total_creativity_score,diff_total_creativity_score,team_a_total_defensive_contribution,team_b_total_defensive_contribution,diff_total_defensive_contribution,team_a_total_expected_assists_xa,team_b_total_expected_assists_xa,diff_total_expected_assists_xa,team_a_total_expected_goals_xg,team_b_total_expected_goals_xg,diff_total_expected_goals_xg,team_a_total_goals,team_b_total_goals,diff_total_goals,team_a_total_interceptions,team_b_total_interceptions,diff_total_interceptions,team_a_total_key_passes,team_b_total_key_passes,diff_total_key_passes,team_a_total_offensive_contribution,team_b_total_offensive_contribution,diff_total_offensive_contribution,team_a_total_saves,team_b_total_saves,diff_total_saves,team_a_total_shots,team_b_total_shots,diff_total_shots,team_a_total_shots_on_target,team_b_total_shots_on_target,diff_total_shots_on_target,team_a_total_tackles,team_b_total_tackles,diff_total_tackles
M00061,England,Serbia,D,4.342307692307693,4.026923076923077,0.31538461538461604,38.5,36.57692307692308,1.9230769230769198,0.8034615384615383,0.7876923076923078,0.015769230769230536,3.603846153846154,3.8076923076923075,-0.20384615384615357,2.8346153846153848,2.6846153846153844,0.15000000000000036,82.57692307692307,80.14615384615385,2.430769230769215,18.630769230769232,19.99230769230769,-1.3615384615384585,1.0,3.0,-2.0,23.0,18.0,5.0,1193.8000000000002,1264.6,-70.79999999999973,1353.1000000000001,1349.3,3.800000000000182,0.41000000000000003,0.59,-0.17999999999999994,2.15,0.34,1.8099999999999998,0.0,1.0,-1.0,13.0,15.0,-2.0,10.0,6.0,4.0,1170.4999999999998,1152.8,17.699999999999818,0.0,1.0,-1.0,8.0,8.0,0.0,1.0,0.0,1.0,20.0,19.0,1.0
M00061,Serbia,England,D,4.026923076923077,4.342307692307693,-0.31538461538461604,36.57692307692308,38.5,-1.9230769230769198,0.7876923076923078,0.8034615384615383,-0.015769230769230536,3.8076923076923075,3.603846153846154,0.20384615384615357,2.6846153846153844,2.8346153846153848,-0.15000000000000036,80.14615384615385,82.57692307692307,-2.430769230769215,19.99230769230769,18.630769230769232,1.3615384615384585,3.0,1.0,2.0,18.0,23.0,-5.0,1264.6,1193.8000000000002,70.79999999999973,1349.3,1353.1000000000001,-3.800000000000182,0.59,0.41000000000000003,0.17999999999999994,0.34,2.15,-1.8099999999999998,1.0,0.0,1.0,15.0,13.0,2.0,6.0,10.0,-4.0,1152.8,1170.4999999999998,-17.699999999999818,1.0,0.0,1.0,8.0,8.0,0.0,0.0,1.0,-1.0,19.0,20.0,-1.0
M00062,Peru,Ukraine,W,3.976923076923077,4.2615384615384615,-0.2846153846153845,34.76923076923077,39.84615384615385,-5.07692307692308,0.8150000000000001,0.7965384615384615,0.01846153846153853,3.55,3.976923076923077,-0.4269230769230772,2.896153846153846,3.75,-0.8538461538461539,83.23461538461538,84.98076923076923,-1.7461538461538453,18.888461538461538,19.803846153846152,-0.9153846153846139,0.0,1.0,-1.0,16.0,26.0,-10.0,1225.7,1107.8999999999999,117.80000000000018,1341.7,1389.3,-47.59999999999991,0.14,0.07999999999999999,0.060000000000000026,0.5599999999999999,0.41000000000000003,0.1499999999999999,0.0,2.0,-2.0,10.0,19.0,-9.0,13.0,15.0,-2.0,1131.1,1010.1999999999998,120.90000000000009,4.0,4.0,0.0,13.0,16.0,-3.0,1.0,3.0,-2.0,23.0,18.0,5.0
M00062,Ukraine,Peru,L,4.2615384615384615,3.976923076923077,0.2846153846153845,39.84615384615385,34.76923076923077,5.07692307692308,0.7965384615384615,0.8150000000000001,-0.01846153846153853,3.976923076923077,3.55,0.4269230769230772,3.75,2.896153846153846,0.8538461538461539,84.98076923076923,83.23461538461538,1.7461538461538453,19.803846153846152,18.888461538461538,0.9153846153846139,1.0,0.0,1.0,26.0,16.0,10.0,1107.8999999999999,1225.7,-117.80000000000018,1389.3,1341.7,47.59999999999991,0.07999999999999999,0.14,-0.060000000000000026,0.41000000000000003,0.5599999999999999,-0.1499999999999999,2.0,0.0,2.0,19.0,10.0,9.0,15.0,13.0,2.0,1010.1999999999998,1131.1,-120.90000000000009,4.0,4.0,0.0,16.0,13.0,3.0,3.0,1.0,2.0,18.0,23.0,-5.0
M00063,Brazil,Costa Rica,W,4.092307692307693,3.8115384615384613,0.28076923076923155,37.5,35.34615384615385,2.1538461538461533,0.8123076923076922,0.7865384615384615,0.025769230769230655,3.5923076923076924,3.815384615384615,-0.22307692307692273,2.5,2.6500000000000004,-0.15000000000000036,80.75769230769232,82.75,-1.9923076923076763,18.846153846153847,20.51153846153846,-1.665384615384614,1.0,1.0,0.0,21.0,21.0,0.0,1119.3,1180.8999999999999,-61.59999999999991,1392.3,1339.5,52.799999999999955,0.8700000000000001,0.26,0.6100000000000001,0.46,0.72,-0.25999999999999995,2.0,2.0,0.0,23.0,16.0,7.0,9.0,13.0,-4.0,1186.6999999999998,1190.1999999999998,-3.5,5.0,1.0,4.0,8.0,13.0,-5.0,0.0,0.0,0.0,30.0,14.0,16.0
M00063,Costa Rica,Brazil,L,3.8115384615384613,4.092307692307693,-0.28076923076923155,35.34615384615385,37.5,-2.1538461538461533,0.7865384615384615,0.8123076923076922,-0.025769230769230655,3.815384615384615,3.5923076923076924,0.22307692307692273,2.6500000000000004,2.5,0.15000000000000036,82.75,80.75769230769232,1.9923076923076763,20.51153846153846,18.846153846153847,1.665384615384614,1.0,1.0,0.0,21.0,21.0,0.0,1180.8999999999999,1119.3,61.59999999999991,1339.5,1392.3,-52.799999999999955,0.26,0.8700000000000001,-0.6100000000000001,0.72,0.46,0.25999999999999995,2.0,2.0,0.0,16.0,23.0,-7.0,13.0,9.0,4.0,1190.1999999999998,1186.6999999999998,3.5,1.0,5.0,-4.0,13.0,8.0,5.0,0.0,0.0,0.0,14.0,30.0,-16.0
M00064,Switzerland,Poland,L,3.9038461538461537,3.757692307692307,0.14615384615384652,37.15384615384615,36.80769230769231,0.3461538461538467,0.8130769230769231,0.8084615384615386,0.004615384615384577,3.4153846153846157,3.715384615384615,-0.2999999999999994,1.9615384615384615,1.676923076923077,0.2846153846153845,81.33461538461538,83.83846153846154,-2.503846153846169,17.68846153846154,19.99230769230769,-2.303846153846152,0.0,0.0,0.0,21.0,19.0,2.0,1224.5,1233.2,-8.700000000000045,1398.1000000000001,1254.3,143.80000000000018,0.6,0.24000000000000005,0.35999999999999993,1.41,0.11,1.2999999999999998,2.0,3.0,-1.0,14.0,17.0,-3.0,14.0,5.0,9.0,1134.7000000000003,1137.3,-2.5999999999996817,2.0,4.0,-2.0,17.0,11.0,6.0,3.0,1.0,2.0,18.0,14.0,4.0
M00064,Poland,Switzerland,W,3.757692307692307,3.9038461538461537,-0.14615384615384652,36.80769230769231,37.15384615384615,-0.3461538461538467,0.8084615384615386,0.8130769230769231,-0.004615384615384577,3.715384615384615,3.4153846153846157,0.2999999999999994,1.676923076923077,1.9615384615384615,-0.2846153846153845,83.83846153846154,81.33461538461538,2.503846153846169,19.99230769230769,17.68846153846154,2.303846153846152,0.0,0.0,0.0,19.0,21.0,-2.0,1233.2,1224.5,8.700000000000045,1254.3,1398.1000000000001,-143.80000000000018,0.24000000000000005,0.6,-0.35999999999999993,0.11,1.41,-1.2999999999999998,3.0,2.0,1.0,17.0,14.0,3.0,5.0,14.0,-9.0,1137.3,1134.7000000000003,2.5999999999996817,4.0,2.0,2.0,11.0,17.0,-6.0,1.0,3.0,-2.0,14.0,18.0,-4.0
M00065,England,Iraq,D,3.838461538461538,4.138461538461538,-0.2999999999999998,33.84615384615385,37.96153846153846,-4.115384615384613,0.7969230769230771,0.7900000000000001,0.006923076923076921,3.3307692307692305,3.7115384615384617,-0.3807692307692312,1.8846153846153846,3.1653846153846157,-1.280769230769231,79.04615384615386,83.56923076923077,-4.523076923076914,17.476923076923075,18.396153846153844,-0.9192307692307686,0.0,3.0,-3.0,14.0,24.0,-10.0,1116.3999999999999,1309.1000000000001,-192.70000000000027,1312.2,1482.9,-170.70000000000005,0.060000000000000005,0.54,-0.48000000000000004,0.33999999999999997,1.13,-0.7899999999999999,2.0,3.0,-1.0,14.0,17.0,-3.0,5.0,16.0,-11.0,1147.4,1269.4,-122.0,3.0,1.0,2.0,7.0,20.0,-13.0,1.0,3.0,-2.0,15.0,22.0,-7.0
M00065,Iraq,England,D,4.138461538461538,3.838461538461538,0.2999999999999998,37.96153846153846,33.84615384615385,4.115384615384613,0.7900000000000001,0.7969230769230771,-0.006923076923076921,3.7115384615384617,3.3307692307692305,0.3807692307692312,3.1653846153846157,1.8846153846153846,1.280769230769231,83.56923076923077,79.04615384615386,4.523076923076914,18.396153846153844,17.476923076923075,0.9192307692307686,3.0,0.0,3.0,24.0,14.0,10.0,1309.1000000000001,1116.3999999999999,192.70000000000027,1482.9,1312.2,170.70000000000005,0.54,0.060000000000000005,0.48000000000000004,1.13,0.33999999999999997,0.7899999999999999,3.0,2.0,1.0,17.0,14.0,3.0,16.0,5.0,11.0,1269.4,1147.4,122.0,1.0,3.0,-2.0,20.0,7.0,13.0,3.0,1.0,2.0,22.0,15.0,7.0
M00066,South Africa,Colombia,L,3.9461538461538463,4.088461538461538,-0.1423076923076918,36.0,35.15384615384615,0.8461538461538467,0.8026923076923076,0.7938461538461539,0.008846153846153726,3.8423076923076924,3.626923076923077,0.2153846153846155,2.7807692307692307,2.6576923076923076,0.12307692307692308,84.03076923076922,79.52307692307691,4.507692307692309,19.415384615384617,18.696153846153845,0.7192307692307729,2.0,0.0,2.0,24.0,18.0,6.0,1120.0,1159.0,-39.0,1520.9,1382.5000000000002,138.39999999999986,0.27,0.38,-0.10999999999999999,0.32,0.45,-0.13,2.0,0.0,2.0,20.0,14.0,6.0,9.0,15.0,-6.0,1136.0,1163.3,-27.299999999999955,5.0,3.0,2.0,19.0,11.0,8.0,2.0,2.0,0.0,20.0,21.0,-1.0
M00066,Colombia,South Africa,W,4.088461538461538,3.9461538461538463,0.1423076923076918,35.15384615384615,36.0,-0.8461538461538467,0.7938461538461539,0.8026923076923076,-0.008846153846153726,3.626923076923077,3.8423076923076924,-0.2153846153846155,2.6576923076923076,2.7807692307692307,-0.12307692307692308,79.52307692307691,84.03076923076922,-4.507692307692309,18.696153846153845,19.415384615384617,-0.7192307692307729,0.0,2.0,-2.0,18.0,24.0,-6.0,1159.0,1120.0,39.0,1382.5000000000002,1520.9,-138.39999999999986,0.38,0.27,0.10999999999999999,0.45,0.32,0.13,0.0,2.0,-2.0,14.0,20.0,-6.0,15.0,9.0,6.0,1163.3,1136.0,27.299999999999955,3.0,5.0,-2.0,11.0,19.0,-8.0,2.0,2.0,0.0,21.0,20.0,1.0
M00067,Uzbekistan,Panama,D,3.934615384615385,3.992307692307693,-0.05769230769230793,37.19230769230769,36.03846153846154,1.1538461538461533,0.8157692307692308,0.8065384615384615,0.009230769230769265,3.715384615384615,3.696153846153846,0.019230769230769162,2.3461538461538463,3.6846153846153844,-1.3384615384615381,82.63076923076922,83.91538461538462,-1.2846153846154067,19.546153846153846,18.750000000000004,0.7961538461538424,3.0,1.0,2.0,17.0,11.0,6.0,1153.1999999999998,1367.8000000000002,-214.60000000000036,1502.8,1390.0,112.79999999999995,0.89,0.33999999999999997,0.55,0.21000000000000002,0.56,-0.35000000000000003,1.0,1.0,0.0,15.0,13.0,2.0,11.0,10.0,1.0,1149.1000000000001,1165.8000000000002,-16.700000000000045,4.0,2.0,2.0,5.0,15.0,-10.0,0.0,1.0,-1.0,21.0,13.0,8.0
M00067,Panama,Uzbekistan,D,3.992307692307693,3.934615384615385,0.05769230769230793,36.03846153846154,37.19230769230769,-1.1538461538461533,0.8065384615384615,0.8157692307692308,-0.009230769230769265,3.696153846153846,3.715384615384615,-0.019230769230769162,3.6846153846153844,2.3461538461538463,1.3384615384615381,83.91538461538462,82.63076923076922,1.2846153846154067,18.750000000000004,19.546153846153846,-0.7961538461538424,1.0,3.0,-2.0,11.0,17.0,-6.0,1367.8000000000002,1153.1999999999998,214.60000000000036,1390.0,1502.8,-112.79999999999995,0.33999999999999997,0.89,-0.55,0.56,0.21000000000000002,0.35000000000000003,1.0,1.0,0.0,13.0,15.0,-2.0,10.0,11.0,-1.0,1165.8000000000002,1149.1000000000001,16.700000000000045,2.0,4.0,-2.0,15.0,5.0,10.0,1.0,0.0,1.0,13.0,21.0,-8.0
M00068,England,Iran,L,4.1461538461538465,3.7653846153846158,0.38076923076923075,37.30769230769231,35.5,1.8076923076923066,0.7876923076923076,0.8207692307692308,-0.033076923076923226,3.588461538461538,3.3230769230769233,0.2653846153846149,2.619230769230769,2.8576923076923078,-0.23846153846153895,82.10769230769232,83.4076923076923,-1.299999999999983,20.0,17.599999999999998,2.400000000000002,3.0,0.0,3.0,20.0,24.0,-4.0,1255.6,1381.9999999999998,-126.39999999999986,1252.2,1385.6000000000001,-133.4000000000001,0.93,0.69,0.2400000000000001,0.22999999999999995,0.13,0.09999999999999995,2.0,4.0,-2.0,22.0,13.0,9.0,14.0,17.0,-3.0,1152.3,1231.5000000000002,-79.20000000000027,6.0,3.0,3.0,8.0,10.0,-2.0,0.0,2.0,-2.0,17.0,18.0,-1.0
M00068,Iran,England,W,3.7653846153846158,4.1461538461538465,-0.38076923076923075,35.5,37.30769230769231,-1.8076923076923066,0.8207692307692308,0.7876923076923076,0.033076923076923226,3.3230769230769233,3.588461538461538,-0.2653846153846149,2.8576923076923078,2.619230769230769,0.23846153846153895,83.4076923076923,82.10769230769232,1.299999999999983,17.599999999999998,20.0,-2.400000000000002,0.0,3.0,-3.0,24.0,20.0,4.0,1381.9999999999998,1255.6,126.39999999999986,1385.6000000000001,1252.2,133.4000000000001,0.69,0.93,-0.2400000000000001,0.13,0.22999999999999995,-0.09999999999999995,4.0,2.0,2.0,13.0,22.0,-9.0,17.0,14.0,3.0,1231.5000000000002,1152.3,79.20000000000027,3.0,6.0,-3.0,10.0,8.0,2.0,2.0,0.0,2.0,18.0,17.0,1.0
M00069,Italy,Senegal,D,4.111538461538462,3.9076923076923076,0.20384615384615445,39.26923076923077,35.19230769230769,4.076923076923073,0.8261538461538461,0.821923076923077,0.004230769230769149,4.019230769230769,3.2961538461538455,0.7230769230769236,2.9923076923076923,2.4538461538461536,0.5384615384615388,80.48846153846154,81.09615384615384,-0.6076923076923038,20.03846153846154,17.807692307692307,2.2307692307692335,1.0,0.0,1.0,24.0,17.0,7.0,1235.1,1057.9,177.19999999999982,1389.6999999999998,1484.5,-94.80000000000018,0.44,0.04,0.4,0.46,0.27,0.19,1.0,0.0,1.0,23.0,12.0,11.0,12.0,13.0,-1.0,1224.7,1145.6,79.10000000000014,4.0,3.0,1.0,17.0,20.0,-3.0,3.0,5.0,-2.0,11.0,14.0,-3.0
M00069,Senegal,Italy,D,3.9076923076923076,4.111538461538462,-0.20384615384615445,35.19230769230769,39.26923076923077,-4.076923076923073,0.821923076923077,0.8261538461538461,-0.004230769230769149,3.2961538461538455,4.019230769230769,-0.7230769230769236,2.4538461538461536,2.9923076923076923,-0.5384615384615388,81.09615384615384,80.48846153846154,0.6076923076923038,17.807692307692307,20.03846153846154,-2.2307692307692335,0.0,1.0,-1.0,17.0,24.0,-7.0,1057.9,1235.1,-177.19999999999982,1484.5,1389.6999999999998,94.80000000000018,0.04,0.44,-0.4,0.27,0.46,-0.19,0.0,1.0,-1.0,12.0,23.0,-11.0,13.0,12.0,1.0,1145.6,1224.7,-79.10000000000014,3.0,4.0,-1.0,20.0,17.0,3.0,5.0,3.0,2.0,14.0,11.0,3.0
M00070,United States,Portugal,L,4.1692307692307695,4.107692307692307,0.06153846153846221,37.34615384615385,37.69230769230769,-0.3461538461538467,0.7946153846153846,0.825,-0.030384615384615343,3.9538461538461545,3.8923076923076922,0.06153846153846221,2.4384615384615387,2.3653846153846154,0.07307692307692326,82.80769230769232,81.0076923076923,1.8000000000000256,20.176923076923075,19.99615384615385,0.18076923076922569,0.0,3.0,-3.0,28.0,14.0,14.0,1162.9,1169.9,-7.0,1415.6999999999998,1212.5,203.19999999999982,0.6900000000000001,0.12,0.5700000000000001,0.32000000000000006,0.11,0.21000000000000008,1.0,4.0,-3.0,21.0,19.0,2.0,6.0,18.0,-12.0,1192.2,1030.8,161.4000000000001,3.0,4.0,-1.0,6.0,11.0,-5.0,0.0,2.0,-2.0,23.0,21.0,2.0
M00070,Portugal,United States,W,4.107692307692307,4.1692307692307695,-0.06153846153846221,37.69230769230769,37.34615384615385,0.3461538461538467,0.825,0.7946153846153846,0.030384615384615343,3.8923076923076922,3.9538461538461545,-0.06153846153846221,2.3653846153846154,2.4384615384615387,-0.07307692307692326,81.0076923076923,82.80769230769232,-1.8000000000000256,19.99615384615385,20.176923076923075,-0.18076923076922569,3.0,0.0,3.0,14.0,28.0,-14.0,1169.9,1162.9,7.0,1212.5,1415.6999999999998,-203.19999999999982,0.12,0.6900000000000001,-0.5700000000000001,0.11,0.32000000000000006,-0.21000000000000008,4.0,1.0,3.0,19.0,21.0,-2.0,18.0,6.0,12.0,1030.8,1192.2,-161.4000000000001,4.0,3.0,1.0,11.0,6.0,5.0,2.0,0.0,2.0,21.0,23.0,-2.0
M00071,Uzbekistan,Senegal,L,4.56923076923077,4.161538461538462,0.407692307692308,40.84615384615385,35.0,5.846153846153847,0.8007692307692308,0.8119230769230771,-0.011153846153846292,3.676923076923077,3.457692307692308,0.21923076923076934,2.588461538461538,3.2884615384615383,-0.7000000000000002,83.56923076923076,82.13076923076923,1.4384615384615245,19.43846153846154,17.46153846153846,1.9769230769230788,1.0,0.0,1.0,21.0,13.0,8.0,1201.9,1186.3,15.600000000000136,1412.3999999999999,1421.1999999999998,-8.799999999999955,0.89,0.27,0.62,0.32,0.53,-0.21000000000000002,1.0,2.0,-1.0,14.0,21.0,-7.0,9.0,12.0,-3.0,1210.2999999999997,1160.2999999999997,50.0,4.0,4.0,0.0,16.0,13.0,3.0,2.0,2.0,0.0,18.0,18.0,0.0
M00071,Senegal,Uzbekistan,W,4.161538461538462,4.56923076923077,-0.407692307692308,35.0,40.84615384615385,-5.846153846153847,0.8119230769230771,0.8007692307692308,0.011153846153846292,3.457692307692308,3.676923076923077,-0.21923076923076934,3.2884615384615383,2.588461538461538,0.7000000000000002,82.13076923076923,83.56923076923076,-1.4384615384615245,17.46153846153846,19.43846153846154,-1.9769230769230788,0.0,1.0,-1.0,13.0,21.0,-8.0,1186.3,1201.9,-15.600000000000136,1421.1999999999998,1412.3999999999999,8.799999999999955,0.27,0.89,-0.62,0.53,0.32,0.21000000000000002,2.0,1.0,1.0,21.0,14.0,7.0,12.0,9.0,3.0,1160.2999999999997,1210.2999999999997,-50.0,4.0,4.0,0.0,13.0,16.0,-3.0,2.0,2.0,0.0,18.0,18.0,0.0
M00072,Mexico,Cameroon,L,4.096153846153846,3.826923076923077,0.2692307692307687,34.65384615384615,33.15384615384615,1.5,0.7938461538461539,0.8042307692307692,-0.010384615384615326,3.6923076923076925,3.7961538461538464,-0.10384615384615392,3.06923076923077,2.1500000000000004,0.9192307692307695,84.38461538461539,80.38461538461539,4.0,19.119230769230768,18.323076923076922,0.796153846153846,2.0,1.0,1.0,17.0,13.0,4.0,1180.5,1270.3000000000004,-89.80000000000041,1452.9999999999998,1268.8,184.19999999999982,0.18,0.19,-0.010000000000000009,0.36,0.34,0.019999999999999962,3.0,2.0,1.0,14.0,16.0,-2.0,12.0,8.0,4.0,1167.5,1278.8,-111.29999999999995,6.0,3.0,3.0,14.0,4.0,10.0,1.0,0.0,1.0,17.0,12.0,5.0
M00072,Cameroon,Mexico,W,3.826923076923077,4.096153846153846,-0.2692307692307687,33.15384615384615,34.65384615384615,-1.5,0.8042307692307692,0.7938461538461539,0.010384615384615326,3.7961538461538464,3.6923076923076925,0.10384615384615392,2.1500000000000004,3.06923076923077,-0.9192307692307695,80.38461538461539,84.38461538461539,-4.0,18.323076923076922,19.119230769230768,-0.796153846153846,1.0,2.0,-1.0,13.0,17.0,-4.0,1270.3000000000004,1180.5,89.80000000000041,1268.8,1452.9999999999998,-184.19999999999982,0.19,0.18,0.010000000000000009,0.34,0.36,-0.019999999999999962,2.0,3.0,-1.0,16.0,14.0,2.0,8.0,12.0,-4.0,1278.8,1167.5,111.29999999999995,3.0,6.0,-3.0,4.0,14.0,-10.0,0.0,1.0,-1.0,12.0,17.0,-5.0
M00073,Ukraine,Poland,L,3.996153846153846,3.792307692307692,0.203846153846154,34.92307692307692,33.34615384615385,1.576923076923073,0.8203846153846155,0.8115384615384614,0.008846153846154059,3.2846153846153845,3.55,-0.26538461538461533,1.603846153846154,2.073076923076923,-0.4692307692307689,84.30769230769232,83.49615384615385,0.8115384615384755,17.55,18.638461538461538,-1.0884615384615373,1.0,2.0,-1.0,19.0,23.0,-4.0,1203.6,1208.0999999999997,-4.499999999999773,1458.1,1225.4999999999998,232.60000000000014,0.53,0.15,0.38,0.46,0.16,0.30000000000000004,2.0,2.0,0.0,13.0,19.0,-6.0,6.0,4.0,2.0,1087.8,1132.5,-44.700000000000045,3.0,2.0,1.0,5.0,9.0,-4.0,0.0,0.0,0.0,17.0,16.0,1.0
M00073,Poland,Ukraine,W,3.792307692307692,3.996153846153846,-0.203846153846154,33.34615384615385,34.92307692307692,-1.576923076923073,0.8115384615384614,0.8203846153846155,-0.008846153846154059,3.55,3.2846153846153845,0.26538461538461533,2.073076923076923,1.603846153846154,0.4692307692307689,83.49615384615385,84.30769230769232,-0.8115384615384755,18.638461538461538,17.55,1.0884615384615373,2.0,1.0,1.0,23.0,19.0,4.0,1208.0999999999997,1203.6,4.499999999999773,1225.4999999999998,1458.1,-232.60000000000014,0.15,0.53,-0.38,0.16,0.46,-0.30000000000000004,2.0,2.0,0.0,19.0,13.0,6.0,4.0,6.0,-2.0,1132.5,1087.8,44.700000000000045,2.0,3.0,-1.0,9.0,5.0,4.0,0.0,0.0,0.0,16.0,17.0,-1.0
M00074,Turkey,Scotland,D,3.9076923076923076,3.726923076923077,0.18076923076923057,35.73076923076923,31.53846153846154,4.192307692307693,0.7884615384615384,0.8126923076923076,-0.024230769230769167,3.2961538461538464,3.2423076923076923,0.0538461538461541,2.1653846153846157,2.246153846153846,-0.08076923076923048,82.57307692307693,81.47307692307692,1.1000000000000085,18.357692307692307,17.557692307692307,0.8000000000000007,2.0,1.0,1.0,28.0,15.0,13.0,1046.3,1405.0,-358.70000000000005,1286.2,1438.8,-152.5999999999999,0.12,0.29000000000000004,-0.17000000000000004,1.09,0.13,0.9600000000000001,1.0,0.0,1.0,12.0,13.0,-1.0,11.0,14.0,-3.0,1062.1,1177.6,-115.5,0.0,2.0,-2.0,10.0,14.0,-4.0,1.0,2.0,-1.0,22.0,17.0,5.0
M00074,Scotland,Turkey,D,3.726923076923077,3.9076923076923076,-0.18076923076923057,31.53846153846154,35.73076923076923,-4.192307692307693,0.8126923076923076,0.7884615384615384,0.024230769230769167,3.2423076923076923,3.2961538461538464,-0.0538461538461541,2.246153846153846,2.1653846153846157,0.08076923076923048,81.47307692307692,82.57307692307693,-1.1000000000000085,17.557692307692307,18.357692307692307,-0.8000000000000007,1.0,2.0,-1.0,15.0,28.0,-13.0,1405.0,1046.3,358.70000000000005,1438.8,1286.2,152.5999999999999,0.29000000000000004,0.12,0.17000000000000004,0.13,1.09,-0.9600000000000001,0.0,1.0,-1.0,13.0,12.0,1.0,14.0,11.0,3.0,1177.6,1062.1,115.5,2.0,0.0,2.0,14.0,10.0,4.0,2.0,1.0,1.0,17.0,22.0,-5.0
M00075,Ghana,Nigeria,D,4.607692307692307,3.8307692307692305,0.7769230769230768,40.0,34.73076923076923,5.2692307692307665,0.8057692307692308,0.8076923076923077,-0.0019230769230769162,3.857692307692308,3.3461538461538463,0.5115384615384619,4.226923076923077,3.126923076923077,1.1,83.93846153846154,82.46538461538461,1.4730769230769312,19.942307692307693,17.076923076923077,2.8653846153846168,0.0,0.0,0.0,24.0,17.0,7.0,1253.6,1304.3,-50.700000000000045,1418.8999999999999,1421.8000000000002,-2.9000000000003183,0.38,0.98,-0.6,0.09000000000000001,0.27,-0.18,0.0,0.0,0.0,22.0,14.0,8.0,16.0,14.0,2.0,1287.2000000000003,1221.9,65.30000000000018,3.0,0.0,3.0,15.0,16.0,-1.0,1.0,3.0,-2.0,34.0,26.0,8.0
M00075,Nigeria,Ghana,D,3.8307692307692305,4.607692307692307,-0.7769230769230768,34.73076923076923,40.0,-5.2692307692307665,0.8076923076923077,0.8057692307692308,0.0019230769230769162,3.3461538461538463,3.857692307692308,-0.5115384615384619,3.126923076923077,4.226923076923077,-1.1,82.46538461538461,83.93846153846154,-1.4730769230769312,17.076923076923077,19.942307692307693,-2.8653846153846168,0.0,0.0,0.0,17.0,24.0,-7.0,1304.3,1253.6,50.700000000000045,1421.8000000000002,1418.8999999999999,2.9000000000003183,0.98,0.38,0.6,0.27,0.09000000000000001,0.18,0.0,0.0,0.0,14.0,22.0,-8.0,14.0,16.0,-2.0,1221.9,1287.2000000000003,-65.30000000000018,0.0,3.0,-3.0,16.0,15.0,1.0,3.0,1.0,2.0,26.0,34.0,-8.0
M00076,Colombia,Italy,L,4.184615384615385,4.065384615384615,0.1192307692307697,36.88461538461539,35.84615384615385,1.03846153846154,0.8161538461538461,0.8350000000000001,-0.018846153846153957,3.469230769230769,4.096153846153846,-0.6269230769230769,2.569230769230769,2.8615384615384616,-0.2923076923076926,78.46538461538461,80.86923076923077,-2.4038461538461604,18.626923076923077,19.900000000000002,-1.2730769230769248,0.0,2.0,-2.0,19.0,19.0,0.0,1181.6,1089.3999999999999,92.20000000000005,1294.7,1434.8000000000002,-140.10000000000014,0.18,0.3,-0.12,0.5700000000000001,0.45,0.12000000000000005,1.0,0.0,1.0,24.0,11.0,13.0,11.0,10.0,1.0,1169.7000000000003,1101.7,68.00000000000023,5.0,5.0,0.0,5.0,10.0,-5.0,0.0,2.0,-2.0,16.0,23.0,-7.0
M00076,Italy,Colombia,W,4.065384615384615,4.184615384615385,-0.1192307692307697,35.84615384615385,36.88461538461539,-1.03846153846154,0.8350000000000001,0.8161538461538461,0.018846153846153957,4.096153846153846,3.469230769230769,0.6269230769230769,2.8615384615384616,2.569230769230769,0.2923076923076926,80.86923076923077,78.46538461538461,2.4038461538461604,19.900000000000002,18.626923076923077,1.2730769230769248,2.0,0.0,2.0,19.0,19.0,0.0,1089.3999999999999,1181.6,-92.20000000000005,1434.8000000000002,1294.7,140.10000000000014,0.3,0.18,0.12,0.45,0.5700000000000001,-0.12000000000000005,0.0,1.0,-1.0,11.0,24.0,-13.0,10.0,11.0,-1.0,1101.7,1169.7000000000003,-68.00000000000023,5.0,5.0,0.0,10.0,5.0,5.0,2.0,0.0,2.0,23.0,16.0,7.0
